Variation,visit_id,steps,total_steps,backward_steps
Test,484161704_85338502670_464940,"(4, 0)",4,0
Test,484183536_26324835511_618739,"(4, 0)",4,0
Test,484218173_10221903890_724826,"(4, 0)",4,0
Test,484281072_39944962522_531617,"(6, 1)",6,1
Test,484282409_78369755154_207233,"(3, 1)",3,1
Test,484291696_9977805588_607558,"(4, 0)",4,0
Test,484308214_72095208776_309576,"(4, 0)",4,0
Test,484322883_57436300256_735475,"(4, 0)",4,0
Test,484328638_30954741399_268933,"(4, 0)",4,0
Test,484348793_99268470930_728407,"(1, 0)",1,0
Test,484366114_35610831598_54480,"(2, 1)",2,1
Test,484370508_96394273359_929634,"(0, 0)",0,0
Test,484398677_47252251278_272930,"(4, 0)",4,0
Test,484401101_61471729879_824230,"(4, 0)",4,0
Test,484443789_59408153378_431383,"(4, 0)",4,0
Test,48445534_57349761625_527556,"(4, 0)",4,0
Test,484502711_3913943669_813318,"(4, 0)",4,0
Test,484526508_95721980162_422433,"(4, 0)",4,0
Test,48453300_21851595076_338589,"(4, 0)",4,0
Test,48458691_87448147885_273308,"(2, 0)",2,0
Test,484601768_87728609158_964812,"(8, 3)",8,3
Test,484631561_42380606121_604661,"(4, 0)",4,0
Test,484635847_81152852582_175915,"(4, 0)",4,0
Test,484651708_24228406795_7949,"(5, 1)",5,1
Test,48468362_23907799593_737831,"(4, 0)",4,0
Test,484695224_9235730802_55483,"(4, 0)",4,0
Test,48470377_58492685139_213941,"(4, 0)",4,0
Test,484728060_33486537209_731567,"(4, 0)",4,0
Test,484728163_3731162783_483021,"(2, 0)",2,0
Test,4847872_65814171654_125428,"(1, 0)",1,0
Test,484811536_89742810065_881734,"(4, 0)",4,0
Test,48481582_17297023973_948947,"(2, 0)",2,0
Test,48485243_46002589648_111500,"(4, 0)",4,0
Test,484860256_99632548346_71642,"(3, 0)",3,0
Test,484894052_50020842583_104438,"(3, 1)",3,1
Test,484982805_70134143432_706160,"(4, 0)",4,0
Test,485045089_15269339503_83845,"(4, 0)",4,0
Test,485113236_26417791611_193061,"(4, 0)",4,0
Test,485135220_17805618757_808101,"(4, 0)",4,0
Test,485191022_23783520424_182586,"(2, 0)",2,0
Test,485197280_30904894570_827224,"(0, 0)",0,0
Test,485231929_52430257131_301192,"(14, 7)",14,7
Test,485285557_84561219606_829887,"(1, 0)",1,0
Test,485317872_33257393647_69292,"(1, 0)",1,0
Test,48533951_88376761713_219624,"(1, 0)",1,0
Test,485349407_43490571538_584437,"(0, 0)",0,0
Test,485384093_83903854197_432365,"(4, 0)",4,0
Test,485505510_24553312752_59704,"(3, 0)",3,0
Test,485523234_18675905932_448191,"(2, 1)",2,1
Test,485556725_14025584285_708588,"(4, 0)",4,0
Test,485572479_49019577168_488348,"(0, 0)",0,0
Test,485585691_9405641036_81272,"(4, 1)",4,1
Test,485590177_75186785797_458622,"(4, 0)",4,0
Test,485596413_7458299948_70200,"(4, 0)",4,0
Test,48561258_66693502012_288983,"(4, 0)",4,0
Test,485614587_88358953284_273726,"(4, 0)",4,0
Test,485649224_18313257456_800550,"(2, 0)",2,0
Test,485697260_59617032027_550802,"(4, 0)",4,0
Test,485699209_98305567625_462720,"(4, 0)",4,0
Test,485700418_1192931840_751126,"(4, 0)",4,0
Test,485769876_5856667197_726312,"(4, 0)",4,0
Test,485785697_26868674314_708072,"(4, 0)",4,0
Test,485790519_49029115285_844364,"(4, 0)",4,0
Test,485861095_36006281326_125122,"(7, 1)",7,1
Test,485906649_38509054068_507604,"(1, 0)",1,0
Test,485920672_27847530861_855145,"(0, 0)",0,0
Test,485925243_7644813044_937580,"(10, 3)",10,3
Test,485934802_26753917076_707055,"(4, 0)",4,0
Test,485945716_12619187760_303989,"(3, 1)",3,1
Test,485970986_56033194336_119177,"(4, 0)",4,0
Test,486003300_18790582068_884944,"(2, 1)",2,1
Test,486007277_64421825317_360967,"(4, 0)",4,0
Test,486008450_72763220249_740269,"(0, 0)",0,0
Test,486081164_81333115586_261833,"(8, 4)",8,4
Test,486173785_67480316008_747785,"(6, 1)",6,1
Test,486180047_35098214355_768009,"(4, 0)",4,0
Test,486239676_36819095351_936767,"(4, 0)",4,0
Test,486247924_48440305435_644719,"(4, 0)",4,0
Test,486252793_57452743424_568022,"(4, 0)",4,0
Test,486265943_37635605596_117026,"(4, 0)",4,0
Test,486266117_81110642225_313920,"(2, 1)",2,1
Test,486287893_32097639092_231390,"(4, 0)",4,0
Test,486300788_38684293284_891074,"(0, 0)",0,0
Test,486301516_96462106117_500249,"(2, 1)",2,1
Test,486331907_60487581231_792314,"(4, 0)",4,0
Test,486353624_28846861495_627782,"(4, 0)",4,0
Test,486373216_8116027564_449404,"(3, 1)",3,1
Test,486381997_17122179996_431218,"(4, 0)",4,0
Test,486412354_78359260539_164806,"(4, 0)",4,0
Test,486467151_93518786443_950733,"(4, 2)",4,2
Test,48649676_89060397938_801434,"(8, 4)",8,4
Test,486536579_69514718389_591898,"(3, 0)",3,0
Test,486539028_57417182112_605954,"(4, 0)",4,0
Test,48655971_76766419375_846254,"(6, 3)",6,3
Test,486643502_33077258070_644937,"(6, 1)",6,1
Test,48664384_33301292577_888688,"(1, 0)",1,0
Test,486655661_9812971237_480378,"(0, 0)",0,0
Test,486692912_70232080359_421879,"(1, 0)",1,0
Test,486722547_49795278343_836633,"(0, 0)",0,0
Test,486769407_51142224759_834333,"(4, 0)",4,0
Test,486786033_80310088619_603487,"(4, 2)",4,2
Test,486833894_84621353168_968915,"(10, 5)",10,5
Test,486840676_2812027077_906634,"(2, 0)",2,0
Test,486855907_48161582206_8378,"(4, 0)",4,0
Test,486875417_10928085230_151039,"(4, 0)",4,0
Test,486928558_661228566_279859,"(4, 0)",4,0
Test,486937443_378350474_164534,"(3, 0)",3,0
Test,486988976_49806795222_252033,"(0, 0)",0,0
Test,487000562_22572113640_586669,"(4, 0)",4,0
Test,487058135_29863680129_764039,"(2, 1)",2,1
Test,487120922_77755046712_490645,"(4, 0)",4,0
Test,487300977_9170961629_625987,"(3, 1)",3,1
Test,48731164_76469835385_964723,"(1, 0)",1,0
Test,487315202_45749033349_893537,"(4, 1)",4,1
Test,487334467_68338329783_99041,"(6, 1)",6,1
Test,48735722_1962630922_85247,"(0, 0)",0,0
Test,487380607_36025688631_912294,"(7, 3)",7,3
Test,487397318_96755612588_510603,"(6, 1)",6,1
Test,487436991_12695294369_39448,"(8, 2)",8,2
Test,487486745_38959276504_541914,"(4, 0)",4,0
Test,487509081_63634095876_942810,"(6, 1)",6,1
Test,487628752_95807615723_510970,"(7, 3)",7,3
Test,487631517_35138819587_374001,"(4, 0)",4,0
Test,48765257_3988061280_153710,"(4, 0)",4,0
Test,487661054_70200875626_843924,"(6, 3)",6,3
Test,487701236_32462252417_445775,"(0, 0)",0,0
Test,487744810_92601492174_440383,"(3, 1)",3,1
Test,487761337_13593751662_842804,"(3, 1)",3,1
Test,487770681_43164472160_331446,"(4, 0)",4,0
Test,487789547_64602491404_525777,"(16, 6)",16,6
Test,487844386_1695042927_25288,"(4, 0)",4,0
Test,487856513_93979042456_624748,"(4, 0)",4,0
Test,487887503_51531874700_605233,"(3, 1)",3,1
Test,487973410_96911131383_618584,"(2, 1)",2,1
Test,488000180_80959056955_33351,"(1, 0)",1,0
Test,488067830_19243284934_417633,"(9, 2)",9,2
Test,488077878_51802389956_199099,"(4, 0)",4,0
Test,488141510_1049359745_991903,"(0, 0)",0,0
Test,488163645_14990942735_758290,"(4, 0)",4,0
Test,488232302_66691469177_724007,"(6, 1)",6,1
Test,488307021_29620862949_123446,"(4, 0)",4,0
Test,488335714_56345398277_129381,"(4, 0)",4,0
Test,488359097_65873387641_947112,"(3, 1)",3,1
Test,488370006_65847917741_260754,"(3, 1)",3,1
Test,48838047_47166565422_68320,"(4, 0)",4,0
Test,488434329_66993035842_197251,"(4, 0)",4,0
Test,488450831_17745654049_432498,"(4, 0)",4,0
Test,488552273_4030411748_633672,"(4, 0)",4,0
Test,48860983_64796234428_628882,"(2, 1)",2,1
Test,488710305_57595903845_785203,"(6, 1)",6,1
Test,488717463_59709157846_657591,"(4, 0)",4,0
Test,48873179_55133943512_966305,"(4, 0)",4,0
Test,488739899_85927691309_458356,"(4, 0)",4,0
Test,488807572_68380260289_967150,"(4, 0)",4,0
Test,488822373_45481870518_510178,"(4, 0)",4,0
Test,488840204_1141884514_668799,"(6, 1)",6,1
Test,488896598_94601931091_138998,"(3, 0)",3,0
Test,488931341_76877674487_265047,"(6, 2)",6,2
Test,48893374_72354732132_878636,"(6, 3)",6,3
Test,48899034_14639360651_431587,"(4, 0)",4,0
Test,488990994_47571895730_532394,"(4, 0)",4,0
Test,488993689_51656384891_402349,"(4, 0)",4,0
Test,489093263_46408026477_529740,"(4, 0)",4,0
Test,489104084_1019865290_339763,"(0, 0)",0,0
Test,489147186_98601841555_709406,"(3, 1)",3,1
Test,489170157_31466177341_942293,"(1, 0)",1,0
Test,489175966_41900265039_617297,"(2, 1)",2,1
Test,489190044_53692255302_424685,"(6, 1)",6,1
Test,489223790_92946049511_600295,"(4, 0)",4,0
Test,489228496_67673148085_707437,"(5, 2)",5,2
Test,489234034_85401415694_122647,"(16, 7)",16,7
Test,489249034_65483210285_605997,"(4, 0)",4,0
Test,489278004_68305554076_840329,"(4, 0)",4,0
Test,489278497_61485278800_660576,"(14, 5)",14,5
Test,489282535_86790984304_594971,"(1, 0)",1,0
Test,489309392_96550893345_705477,"(4, 0)",4,0
Test,489329216_53179829045_204767,"(6, 1)",6,1
Test,489336745_37388838310_637868,"(3, 0)",3,0
Test,489360861_12575129257_633638,"(4, 0)",4,0
Test,489362357_26134672662_400078,"(1, 0)",1,0
Test,489378457_54030043630_285282,"(12, 4)",12,4
Test,489416132_89578635435_50691,"(4, 0)",4,0
Test,489433449_35758345142_24976,"(5, 1)",5,1
Test,489441445_80993364553_235573,"(0, 0)",0,0
Test,489480479_93200581663_733827,"(4, 0)",4,0
Test,489593866_7186851842_322580,"(4, 0)",4,0
Test,489680395_61870756889_357644,"(4, 0)",4,0
Test,489716401_57342787628_363608,"(0, 0)",0,0
Test,489767106_2636996263_996384,"(5, 1)",5,1
Test,489801380_48870420810_677827,"(0, 0)",0,0
Test,489832170_98584865916_258687,"(2, 0)",2,0
Test,489844030_82026741205_300627,"(0, 0)",0,0
Test,48989266_32698534488_843713,"(6, 1)",6,1
Test,489896139_29722389380_162663,"(2, 1)",2,1
Test,489907886_10900968701_506691,"(2, 0)",2,0
Test,490021323_77040687005_694065,"(4, 0)",4,0
Test,49003195_29029921143_177856,"(6, 3)",6,3
Test,490058871_36726448406_797584,"(6, 1)",6,1
Test,490102575_84065226577_597444,"(5, 2)",5,2
Test,490139622_74699485448_662316,"(4, 0)",4,0
Test,490181959_71427900058_572913,"(3, 1)",3,1
Test,49018233_26647197345_103271,"(4, 0)",4,0
Test,490210181_79534838843_698116,"(4, 0)",4,0
Test,490243029_12897219145_17663,"(4, 1)",4,1
Test,490321866_73591945190_897152,"(4, 0)",4,0
Test,490335277_55030331858_660126,"(3, 1)",3,1
Test,490342595_8295669360_892924,"(4, 0)",4,0
Test,49037243_90085637183_245190,"(4, 0)",4,0
Test,490391326_29543008219_835910,"(4, 0)",4,0
Test,490407417_98737765955_197300,"(4, 0)",4,0
Test,49044099_14591069172_72658,"(4, 0)",4,0
Test,490446353_90654249386_769502,"(4, 0)",4,0
Test,490459925_92184759356_970608,"(4, 0)",4,0
Test,49050467_43388835959_83292,"(4, 0)",4,0
Test,490532494_21020156221_919575,"(4, 0)",4,0
Test,490533219_38662121189_388416,"(4, 0)",4,0
Test,490551103_15711422460_536479,"(4, 0)",4,0
Test,490562006_60828500419_813977,"(4, 0)",4,0
Test,490574430_3037156584_932057,"(6, 1)",6,1
Test,490597991_9777252610_150274,"(1, 0)",1,0
Test,490607254_67631244385_783013,"(4, 0)",4,0
Test,490648037_42011854597_594796,"(1, 0)",1,0
Test,490662486_35869758491_737811,"(4, 0)",4,0
Test,490679207_51515044693_369836,"(1, 0)",1,0
Test,490680899_66022523174_514416,"(4, 0)",4,0
Test,490700614_80190130993_560969,"(9, 4)",9,4
Test,490738147_50199528951_17197,"(4, 0)",4,0
Test,490746364_66796080590_284716,"(4, 1)",4,1
Test,49076256_34013642367_734723,"(4, 0)",4,0
Test,490770050_89837118428_252793,"(4, 0)",4,0
Test,490813051_34564495177_753948,"(4, 0)",4,0
Test,490815439_55960506328_62447,"(4, 0)",4,0
Test,490848592_24331436830_240991,"(2, 1)",2,1
Test,490950209_4740278913_478932,"(4, 0)",4,0
Test,490954165_4717672971_137677,"(4, 0)",4,0
Test,490971855_96958827060_514908,"(6, 2)",6,2
Test,491031242_41615397811_497005,"(4, 1)",4,1
Test,491046040_6599777322_325604,"(4, 1)",4,1
Test,491051264_59342133303_374090,"(8, 3)",8,3
Test,491063458_61991854736_180987,"(4, 0)",4,0
Test,491136611_72249376327_341266,"(4, 0)",4,0
Test,491195759_83278220264_549543,"(4, 0)",4,0
Test,491228305_2737629241_975084,"(4, 0)",4,0
Test,491229801_27659908511_442209,"(7, 1)",7,1
Test,491261803_6671706733_377967,"(5, 1)",5,1
Test,491273397_67835822513_898418,"(3, 0)",3,0
Test,491274132_76070081397_303595,"(4, 0)",4,0
Test,491307616_33394590341_738,"(1, 0)",1,0
Test,491323911_6406630220_922081,"(7, 1)",7,1
Test,491368537_92890132782_654328,"(1, 0)",1,0
Test,491377816_15275346243_690523,"(1, 0)",1,0
Test,491426673_60606033434_103681,"(4, 0)",4,0
Test,491443038_28695247354_924803,"(4, 0)",4,0
Test,491481470_86422283834_424181,"(4, 1)",4,1
Test,491501467_37732715895_665301,"(4, 0)",4,0
Test,491548410_34273379909_586656,"(4, 0)",4,0
Test,491553406_28475317423_896951,"(4, 0)",4,0
Test,491598422_12683405164_808956,"(4, 0)",4,0
Test,491611885_92217754692_459380,"(1, 0)",1,0
Test,491615167_38896638751_584444,"(4, 1)",4,1
Test,491617791_71959955392_591243,"(4, 0)",4,0
Test,491628677_75344767778_638768,"(4, 0)",4,0
Test,491677469_21150034574_452666,"(6, 1)",6,1
Test,491689285_23006157256_568398,"(3, 1)",3,1
Test,491714601_565757395_454909,"(4, 0)",4,0
Test,491717434_58654395955_394890,"(4, 0)",4,0
Test,491725072_65138928488_483294,"(0, 0)",0,0
Test,491739242_96542007968_853042,"(3, 0)",3,0
Test,491775832_78317393300_568582,"(4, 0)",4,0
Test,491808442_88986688217_393073,"(4, 0)",4,0
Test,491825978_85463463075_277138,"(4, 0)",4,0
Test,49182703_42171887129_458966,"(2, 1)",2,1
Test,491875711_251642904_235494,"(4, 0)",4,0
Test,491919115_97710808314_215489,"(6, 1)",6,1
Test,491932657_60241248715_779542,"(3, 0)",3,0
Test,491932698_28654498796_559387,"(1, 0)",1,0
Test,491933551_83844615795_740973,"(3, 1)",3,1
Test,4919671_98597459804_669167,"(0, 0)",0,0
Test,491971391_52805727214_378811,"(1, 0)",1,0
Test,491973074_87942187401_917899,"(4, 0)",4,0
Test,492015371_11374803850_739154,"(8, 4)",8,4
Test,492030424_99813852480_253747,"(1, 0)",1,0
Test,492038213_31751216631_958203,"(4, 0)",4,0
Test,492101907_99088957586_298083,"(4, 0)",4,0
Test,492113065_22218143714_698831,"(4, 0)",4,0
Test,492203748_44217495889_433112,"(4, 0)",4,0
Test,492204363_67665718206_440781,"(4, 0)",4,0
Test,492225585_86335594998_441636,"(4, 0)",4,0
Test,492251784_51449647716_679345,"(4, 0)",4,0
Test,492256162_59882511944_748085,"(8, 1)",8,1
Test,492289456_98359807229_294847,"(5, 2)",5,2
Test,492305863_19596023541_912924,"(4, 1)",4,1
Test,492367091_23408442037_26440,"(7, 3)",7,3
Test,492405346_78638170166_421205,"(6, 1)",6,1
Test,492438921_33877782066_152218,"(4, 0)",4,0
Test,492451133_54586401437_591569,"(6, 1)",6,1
Test,492482191_69077560109_244440,"(4, 1)",4,1
Test,492516415_39982916177_535711,"(6, 1)",6,1
Test,492564893_76646856538_495034,"(2, 0)",2,0
Test,492694726_90958023712_604073,"(4, 0)",4,0
Test,492703343_16132646345_848980,"(4, 0)",4,0
Test,492707121_24776601488_57231,"(4, 0)",4,0
Test,492718151_92373545609_687070,"(4, 0)",4,0
Test,492763593_57579449747_648503,"(2, 0)",2,0
Test,492786586_41509699879_110115,"(4, 0)",4,0
Test,492794520_73928586790_79026,"(3, 0)",3,0
Test,492797283_53853182156_131488,"(4, 0)",4,0
Test,492800618_89090568952_895587,"(4, 0)",4,0
Test,492815437_50888476220_843042,"(4, 0)",4,0
Test,492837288_85726907564_899783,"(7, 2)",7,2
Test,492848351_18288986430_409544,"(3, 0)",3,0
Test,492863140_78506094929_236047,"(4, 0)",4,0
Test,492956509_73926409545_374123,"(4, 0)",4,0
Test,492991848_1638624567_293273,"(1, 0)",1,0
Test,493058137_76096225766_331948,"(6, 2)",6,2
Test,493070501_1732277131_323960,"(7, 1)",7,1
Test,493076085_33009652544_221069,"(0, 0)",0,0
Test,493110349_98558105947_418598,"(4, 0)",4,0
Test,493128573_17139300401_324884,"(4, 0)",4,0
Test,493129816_83788493565_19619,"(4, 0)",4,0
Test,493130129_62307939835_15431,"(4, 0)",4,0
Test,493159393_31143782259_545019,"(1, 0)",1,0
Test,493191653_63411045222_551276,"(4, 0)",4,0
Test,493251320_72919602258_311507,"(6, 1)",6,1
Test,493253142_36164768324_31021,"(0, 0)",0,0
Test,493261168_28728313663_803311,"(3, 1)",3,1
Test,493267187_19220931619_164650,"(6, 1)",6,1
Test,493307140_49428538630_706145,"(4, 0)",4,0
Test,493310979_9209676464_421146,"(3, 1)",3,1
Test,493311210_32643325094_951928,"(3, 0)",3,0
Test,493320519_74832692947_993922,"(6, 1)",6,1
Test,493341718_29948761967_549527,"(4, 0)",4,0
Test,493355861_21677776555_680977,"(4, 0)",4,0
Test,493383133_69258867659_261961,"(6, 1)",6,1
Test,49352419_42799054760_437502,"(4, 0)",4,0
Test,493564921_77146039178_2687,"(1, 0)",1,0
Test,493603651_71885268444_672319,"(4, 0)",4,0
Test,493611451_33367351652_439686,"(3, 0)",3,0
Test,493631040_12079089294_897443,"(6, 1)",6,1
Test,493631569_9824489170_422454,"(4, 0)",4,0
Test,493646748_888154723_684303,"(6, 2)",6,2
Test,493651597_89166713723_508695,"(4, 0)",4,0
Test,493689298_51444460732_770563,"(4, 0)",4,0
Test,493691569_18215528341_812835,"(4, 0)",4,0
Test,493737869_86923615393_401077,"(4, 1)",4,1
Test,493747401_38608605789_357822,"(4, 0)",4,0
Test,493762391_98192145316_332549,"(6, 1)",6,1
Test,493837422_24276442566_679249,"(4, 0)",4,0
Test,493843205_56010226715_573102,"(4, 0)",4,0
Test,493859075_841608367_191370,"(4, 0)",4,0
Test,493918598_28681785481_680609,"(4, 2)",4,2
Test,493941310_72086518212_912069,"(2, 1)",2,1
Test,493983383_93545760930_134729,"(4, 1)",4,1
Test,494001925_93670793249_968878,"(4, 0)",4,0
Test,494066199_15273497697_733194,"(4, 0)",4,0
Test,494090707_84352907354_840649,"(0, 0)",0,0
Test,494117915_22453313494_77724,"(4, 0)",4,0
Test,49415935_95817232056_414892,"(4, 0)",4,0
Test,49423447_85960056209_951036,"(1, 0)",1,0
Test,494243246_54850096029_887733,"(4, 0)",4,0
Test,494255566_61792345305_624505,"(4, 0)",4,0
Test,49426650_25231119880_326730,"(6, 1)",6,1
Test,494452815_50677513991_648588,"(4, 0)",4,0
Test,494453083_92744526843_763810,"(4, 0)",4,0
Test,494464494_99592001677_691408,"(1, 0)",1,0
Test,494495950_55376144679_396157,"(1, 0)",1,0
Test,494515289_35519926549_103845,"(4, 0)",4,0
Test,49457577_41619719892_23260,"(4, 0)",4,0
Test,494619086_25683970173_668001,"(1, 0)",1,0
Test,494628456_40821714084_250669,"(6, 3)",6,3
Test,494694659_97241143582_523923,"(4, 0)",4,0
Test,494744649_37240373755_800604,"(0, 0)",0,0
Test,494776914_83951869165_36884,"(4, 0)",4,0
Test,49478519_45850400151_185947,"(4, 0)",4,0
Test,494789659_98472823537_351415,"(8, 4)",8,4
Test,494859456_47408154310_903244,"(14, 4)",14,4
Test,494897498_84084576682_367226,"(2, 1)",2,1
Test,49490904_99594720165_695506,"(4, 0)",4,0
Test,494964839_70665648776_801763,"(4, 0)",4,0
Test,494985262_45143153276_970503,"(4, 0)",4,0
Test,495063529_23423137243_464132,"(6, 3)",6,3
Test,495066997_11073605951_295082,"(4, 0)",4,0
Test,495083341_94410793111_349912,"(2, 1)",2,1
Test,495110972_31850330565_455969,"(4, 0)",4,0
Test,49512693_9665756909_937284,"(2, 1)",2,1
Test,495140764_26125925227_329500,"(7, 1)",7,1
Test,495144100_84646069810_441309,"(4, 0)",4,0
Test,495150494_93271165955_53408,"(4, 0)",4,0
Test,495171141_61078719408_893861,"(10, 3)",10,3
Test,495191489_81042927292_79729,"(4, 0)",4,0
Test,495198707_50816990106_465450,"(1, 0)",1,0
Test,495209373_20967773058_554626,"(2, 0)",2,0
Test,495231968_40915792411_764491,"(1, 0)",1,0
Test,495247830_52952637776_997132,"(4, 1)",4,1
Test,495254396_16943652459_830671,"(4, 0)",4,0
Test,495256422_12728086188_737900,"(4, 0)",4,0
Test,495331711_5785817610_818871,"(4, 1)",4,1
Test,495425915_64025440749_604587,"(1, 0)",1,0
Test,495486454_14291268899_926683,"(12, 4)",12,4
Test,495514861_20116731261_142890,"(6, 3)",6,3
Test,49551818_31153112245_76111,"(4, 0)",4,0
Test,495540856_15398752844_295400,"(4, 0)",4,0
Test,495577011_3257581064_750253,"(4, 0)",4,0
Test,495586828_20172295729_419548,"(6, 3)",6,3
Test,495590991_88356232706_59086,"(4, 0)",4,0
Test,495641752_43604373539_263963,"(8, 2)",8,2
Test,49565602_8415802625_119566,"(4, 0)",4,0
Test,495673504_39063847928_433063,"(4, 0)",4,0
Test,495699135_5766545750_351217,"(0, 0)",0,0
Test,495700166_2831057879_348776,"(4, 0)",4,0
Test,495750468_21325261753_180872,"(2, 1)",2,1
Test,495781627_14957222420_501753,"(4, 0)",4,0
Test,49578920_58378002584_14534,"(4, 0)",4,0
Test,495801820_35686715800_677905,"(2, 0)",2,0
Test,495861663_56435127815_538085,"(0, 0)",0,0
Test,495926284_69751927107_431937,"(3, 0)",3,0
Test,495947500_40246508139_832120,"(4, 0)",4,0
Test,49596760_94323777049_603353,"(4, 0)",4,0
Test,496007806_28413191177_760770,"(4, 0)",4,0
Test,496034545_66913718059_591682,"(4, 0)",4,0
Test,496045200_85830312718_959901,"(1, 0)",1,0
Test,496130320_6054459350_129555,"(1, 0)",1,0
Test,496171153_6195349089_458436,"(6, 3)",6,3
Test,496190406_33733315278_720494,"(4, 0)",4,0
Test,496199722_76062102654_372325,"(4, 0)",4,0
Test,496223657_12045215395_56150,"(8, 1)",8,1
Test,496278941_96351266130_875570,"(4, 0)",4,0
Test,496289791_72925331931_609752,"(2, 1)",2,1
Test,49634069_86987979345_667664,"(1, 0)",1,0
Test,496353005_78669858239_699743,"(4, 0)",4,0
Test,496376356_27990192309_831360,"(4, 0)",4,0
Test,496401796_15875421279_159026,"(4, 0)",4,0
Test,496454017_61227829756_291877,"(4, 0)",4,0
Test,496454914_8396371495_851420,"(4, 0)",4,0
Test,496462753_62492620854_616992,"(5, 1)",5,1
Test,496468088_98507936740_927902,"(4, 0)",4,0
Test,496471751_82005789156_244120,"(4, 0)",4,0
Test,496529319_96464011456_91558,"(4, 1)",4,1
Test,496541713_38543829291_971958,"(4, 0)",4,0
Test,496548225_14702110057_26190,"(4, 0)",4,0
Test,496550406_93382857539_251514,"(4, 0)",4,0
Test,496574083_96032070768_395291,"(2, 0)",2,0
Test,496611321_19056874040_658502,"(4, 0)",4,0
Test,496647727_27341626311_224122,"(6, 1)",6,1
Test,496725776_66784146134_210977,"(8, 1)",8,1
Test,496748892_62068615949_936440,"(4, 0)",4,0
